ModuleCode,Age,Average
GAV1009,28,33.33333333
GAV1009,52,75.6097561
GAV1009,47,85.18518519
GAV1009,34,34.61538462
GAV1009,25,57.69230769
GAV1009,63,44.44444444
GAV1009,41,53.16455696
GAV1009,56,75.47169811
GAV1009,51,74.07407407
GAV1009,54,49.25373134
GAV1009,68,71.69811321
GAV1009,42,0
GAV1009,48,84.61538462
GAV1009,58,33.33333333
GAV1009,55,70.37037037
GAV1009,40,88.46153846
GAV1009,33,61.53846154
GAV1009,23,65.38461538
GAV1009,53,88.46153846
GAV1009,43,60
CIS4010,58,95.83333333
CIS4010,18,82.14285714
CIS4010,20,79.31034483
CIS4010,21,53.125
CIS4010,69,62.5
CIS4010,19,79.16666667
VIS3126,22,25
VIS3126,40,95.45454545
VIS3126,59,30
VIS3126,18,52.27272727
VIS3126,32,45.45454545
VIS3126,19,69.04761905
VIS3126,20,31.81818182
VIS3126,45,86.36363636
VIS3126,33,72.72727273
VIS3110,65,78.26086957
VIS3110,20,36.84210526
VIS3110,22,60.81081081
VIS3110,33,26.82926829
VIS3110,25,9.523809524
VIS3110,19,58.43621399
VIS3110,40,75
VIS3110,21,56.68202765
VIS3110,18,56.55172414
VIS3110,60,90.47619048
VIS3110,23,34.7826087
VIS3110,50,69.56521739
VIS3110,66,53.48837209
VIS3110,44,52.17391304
VIS3110,58,13.04347826
VIS3110,42,28.88888889
VIS3110,30,66.66666667
VIS3110,51,95.45454545
VIS3110,52,52.17391304
VIS3110,46,66.66666667
VIS3110,67,63.63636364
VIS3110,61,31.81818182
VIS3110,27,50
VIS3110,36,71.42857143
CAM4063,51,100
CAM4063,40,100
CAM4063,19,100
CAM4063,21,100
CAM4063,22,100
CAM4063,32,100
CIS2026,22,35.08064516
CIS2026,42,16.12903226
CIS2026,19,56.98924731
CIS2026,21,44.8
CIS2026,20,37.41007194
CIS2026,29,30
CIS2026,18,35.24590164
CIS2026,40,91.66666667
CIS2026,31,96.77419355
CIS2026,46,80.64516129
CIS2026,39,45.16129032
CIS2026,57,61.29032258
CIS2014,22,57.42574257
CIS2014,42,26.92307692
CIS2014,19,60.26490066
CIS2014,21,48.07692308
CIS2014,20,53.98230088
CIS2014,29,76
CIS2014,18,52.47524752
CIS2014,40,97.22222222
CIS2014,31,92
CIS2014,46,80
CIS2014,39,72
CIS2014,57,60
CIS2018,22,57.06521739
CIS2018,42,34.7826087
CIS2018,19,71.73913043
CIS2018,21,64.13043478
CIS2018,20,58.45410628
CIS2018,29,52.17391304
CIS2018,18,59.7826087
CIS2018,40,91.66666667
CIS2018,31,100
CIS2018,46,82.60869565
CIS2018,39,69.56521739
CIS2018,57,86.95652174
CAM4057,18,100
CAM4057,22,100
CAM4057,51,100
CAM4057,19,100
CAM4057,20,100
CAM4057,60,100
CAM4057,28,100
CAM4057,67,100
CAM4057,44,100
CAM4057,21,100
CAM4057,62,0
CAM4057,36,100
CAM4057,65,100
GAV4034,18,60.41666667
GAV4034,54,70.83333333
GAV4034,19,87.5
GAV4034,22,93.05555556
GAV4034,33,79.16666667
GAV4034,45,95.83333333
GAV4034,59,83.33333333
GAV4034,69,95.83333333
GAV4034,21,81.25
GAV4034,20,100
GAV4034,49,83.33333333
GAV4034,64,83.33333333
GAV4033,18,66.66666667
GAV4033,54,58.33333333
GAV4033,19,90.27777778
GAV4033,22,83.33333333
GAV4033,33,91.66666667
GAV4033,45,87.5
GAV4033,59,83.33333333
GAV4033,69,100
GAV4033,21,89.58333333
GAV4033,20,95.83333333
GAV4033,49,79.16666667
GAV4033,64,87.5
CIS1007,45,61.11111111
CIS1007,18,59.25925926
CIS1007,19,77.19298246
CIS1007,22,69.44444444
CIS1007,21,72.22222222
CIS1007,20,72.91666667
CIS1007,35,16.66666667
CIS1007,50,46.96969697
CIS1007,59,91.66666667
CIS1007,39,30.55555556
CIS1007,64,61.11111111
CIS1007,62,91.66666667
CIS1007,40,11.11111111
CIS1007,28,0
CIS1007,55,27.77777778
CIS1001,45,83.33333333
CIS1001,18,76.38888889
CIS1001,19,92.47311828
CIS1001,61,0
CIS1001,20,91.66666667
CIS1001,35,66.66666667
CIS1001,22,70.83333333
CIS1001,59,100
CIS1001,21,83.33333333
CIS1001,39,83.33333333
CIS1001,64,33.33333333
CIS1001,62,100
CIS1001,56,100
CIS1001,40,16.66666667
CIS1001,28,0
CIS1001,55,91.66666667
GAV2025,32,36
GAV2025,21,60.57692308
GAV2025,19,61.25401929
GAV2025,20,65.31049251
GAV2025,22,63.32574032
GAV2025,25,50
GAV2025,18,60.77057793
GAV2025,55,80.76923077
GAV2025,33,92.30769231
GAV2025,48,72.72727273
GAV2025,31,34.61538462
GAV2025,26,34.61538462
GAV2025,67,61.53846154
GAV2025,41,89.28571429
GAV2025,69,85.18518519
GAV2025,39,92
GAV2025,52,38.46153846
GAV2025,47,42.30769231
GAV2025,43,88
GAV2025,35,28
GAV2025,59,92.30769231
GAV2025,64,22.22222222
GAV2025,51,57.69230769
GAV2025,40,56
GAV2025,44,7.692307692
GAV2025,50,61.53846154
GAV2025,34,65.38461538
GAV2025,46,64
GAV2025,57,48
GAV2025,65,60.71428571
GAV2025,68,33.33333333
GAV2029,32,37.5
GAV2029,19,57.63888889
GAV2029,20,67.76859504
GAV2029,22,68.60465116
GAV2029,55,70.83333333
GAV2029,33,66.66666667
GAV2029,48,79.16666667
GAV2029,67,66.66666667
GAV2029,21,66.66666667
GAV2029,69,79.16666667
GAV2029,39,91.66666667
GAV2029,18,69.44444444
GAV2029,43,87.5
GAV2029,35,29.16666667
GAV2029,59,58.33333333
GAV2029,40,75
GAV2029,46,45.83333333
GAV2029,57,45.83333333
GAV2017,32,29.16666667
GAV2017,19,63.54166667
GAV2017,55,58.33333333
GAV2017,33,83.33333333
GAV2017,48,91.66666667
GAV2017,20,70.83333333
GAV2017,21,76.73611111
GAV2017,67,75
GAV2017,22,74.4047619
GAV2017,69,79.16666667
GAV2017,39,100
GAV2017,18,73.61111111
GAV2017,43,95.83333333
GAV2017,35,20.83333333
GAV2017,59,83.33333333
GAV2017,40,41.66666667
GAV2017,46,58.33333333
GAV2017,57,37.5
MED3047,22,86.17021277
MED3047,20,72.78481013
MED3047,19,70.21276596
MED3047,21,91.66666667
MED3047,45,91.66666667
MED3047,18,78.94736842
MED3047,40,87.5
MED3047,68,66.66666667
MED3047,57,61.9047619
MED3047,58,76.19047619
MED3047,64,41.66666667
MED3040,20,60.55555556
MED3040,19,57.5
MED3040,21,60.22727273
MED3040,22,67.72151899
MED3040,52,82.60869565
MED3040,59,63.63636364
MED3040,68,78.26086957
MED3040,18,31.46067416
MED3040,43,57.77777778
MED3040,27,40.90909091
MED3040,46,78.26086957
MED3040,67,76.59574468
MED3040,48,71.42857143
MED3040,29,40.90909091
MED3040,41,33.33333333
MUL3051,19,82.91457286
MUL3051,54,82.85714286
MUL3051,60,71.42857143
MUL3051,20,80.58252427
MUL3051,18,78.77094972
MUL3051,21,69.44444444
MUL3051,22,73.72262774
MUL3051,59,68.57142857
MUL3051,63,55.88235294
MUL3051,45,88.23529412
MUL3051,31,47.05882353
MUL3051,53,84.05797101
MUL3051,52,88.23529412
MUL3051,62,94.11764706
MUL3051,61,80
MUL3051,57,58.82352941
COM3047,20,64.51612903
COM3047,57,93.5483871
COM3047,19,63.15789474
COM3047,22,48.79032258
COM3047,43,32.25806452
COM3047,18,58.77192982
COM3047,55,56.25
COM3047,21,61.29032258
COM3047,67,35.48387097
COM3047,29,51.61290323
COM3047,33,16.12903226
COM3047,63,45.16129032
COM3050,20,80.43478261
COM3050,57,96.77419355
COM3050,19,68.42105263
COM3050,22,51.83673469
COM3050,43,41.93548387
COM3050,18,68.14159292
COM3050,55,48.38709677
COM3050,21,32.25806452
COM3050,67,25.80645161
COM3050,29,64.51612903
COM3050,33,32.25806452
COM3050,63,57.14285714
GAV2022,20,41.75824176
GAV2022,47,91.30434783
GAV2022,22,60.86956522
GAV2022,21,56.52173913
GAV2022,19,52.17391304
GAV2022,44,60.86956522
GAV2022,18,56.52173913
GAV2022,48,0
GAV2008,20,68.89632107
GAV2008,21,86.66666667
GAV2008,49,78.57142857
GAV2008,19,67.55319149
GAV2008,22,77.65957447
GAV2008,18,63.58024691
GAV2008,47,86.41975309
GAV2008,55,81.48148148
GAV2008,23,76.36363636
GAV2008,44,67.85714286
GAV2008,48,42.85714286
GAV2008,43,100
GAV2008,63,69.23076923
GAV2008,67,96.2962963
GAV2024,20,56.47668394
GAV2024,21,79.16666667
GAV2024,45,100
GAV2024,49,83.33333333
GAV2024,19,51.38888889
GAV2024,22,59.16666667
GAV2024,18,54.16666667
GAV2024,47,83.33333333
GAV2024,23,75
GAV2024,44,50
GAV2024,48,50
GAV2024,43,100
GAV2024,63,54.16666667
COM4090,19,100
COM4090,18,100
COM4088,19,91.66666667
COM4088,18,91.66666667
COM4083,19,100
COM4083,18,100
CIS4020,21,54.66666667
CIS4020,22,67.32026144
CIS4020,55,36.84210526
CIS4020,19,68.47826087
CIS4020,20,79.06976744
CIS4020,59,100
CIS4020,61,52.63157895
CIS4020,48,61.9047619
CIS4020,63,50
CIS4020,42,82.60869565
CIS4020,29,69.56521739
CIS4020,18,62.92134831
CIS4019,21,63.52941176
CIS4019,22,86.66666667
CIS4019,55,50
CIS4019,19,68.18181818
CIS4019,20,100
CIS4019,59,100
CIS4019,61,41.66666667
CIS4019,48,75
CIS4019,63,70.83333333
CIS4019,42,95.83333333
CIS4019,29,89.58333333
CIS4019,18,82.14285714
CIS4012,21,72.36363636
CIS4012,22,58.03108808
CIS4012,55,46.42857143
CIS4012,19,74.65437788
CIS4012,20,80.76923077
CIS4012,59,97.22222222
CIS4012,61,77.19298246
CIS4012,48,71.83098592
CIS4012,63,50
CIS4012,42,80.55555556
CIS4012,29,70.83333333
CIS4012,18,76.38888889
COM3065,43,45.45454545
COM3065,59,31.81818182
COM3065,19,45
COM3065,22,100
COM3065,21,92.59259259
COM3065,28,100
COM3065,57,68.18181818
COM3065,18,100
COM3065,65,100
GAV3012,33,80
GAV3012,22,50
GAV3012,20,70
GAV3012,60,90.90909091
GAV3012,21,80
GAV3012,18,90
GAV3012,47,100
GAV3012,43,80
GAV3016,33,0
GAV3016,22,100
GAV3016,20,50
GAV3016,60,100
GAV3016,21,50
GAV3016,18,100
GAV3016,47,100
GAV3016,43,100
CAM4042,64,47.05882353
CAM4042,22,83.33333333
CAM4042,21,90.90909091
CAM4042,43,25
CAM4042,28,66.66666667
CAM4042,19,72.22222222
CAM4042,18,66.66666667
MED3050,20,76.04166667
MED3050,19,75
MED3050,21,76.04166667
MED3050,22,77.38095238
MED3050,52,95.83333333
MED3050,59,87.5
MED3050,68,83.33333333
MED3050,18,55.20833333
MED3050,43,79.16666667
MED3050,27,79.16666667
MED3050,46,91.66666667
MED3050,67,85.41666667
MED3050,48,83.33333333
MED3050,29,75
MED3050,41,75
MED3040,20,60.55555556
MED3040,19,57.5
MED3040,21,60.22727273
MED3040,22,67.72151899
MED3040,52,82.60869565
MED3040,59,63.63636364
MED3040,68,78.26086957
MED3040,18,31.46067416
MED3040,43,57.77777778
MED3040,27,40.90909091
MED3040,46,78.26086957
MED3040,67,76.59574468
MED3040,48,71.42857143
MED3040,29,40.90909091
MED3040,41,33.33333333
MED3051,20,83.43949045
MED3051,19,84.7826087
MED3051,21,79.08496732
MED3051,22,88.19444444
MED3051,52,94.73684211
MED3051,59,89.47368421
MED3051,68,100
MED3051,18,72.83950617
MED3051,43,93.02325581
MED3051,27,89.47368421
MED3051,46,94.73684211
MED3051,67,93.02325581
MED3051,48,100
MED3051,29,68.42105263
MED3051,41,94.73684211
MED2062,20,100
MED2034,20,100
MED2056,20,100
GAV2003,21,76.92307692
GAV2003,20,91.74311927
GAV2003,49,96.15384615
GAV2003,19,53.84615385
GAV2003,22,74.03846154
GAV2003,18,66.66666667
GAV2003,23,46.15384615
GAV2003,48,47.61904762
GAV2003,43,100
GAV2003,63,53.84615385
GAV2003,47,53.84615385
PER3008,60,93.75
PER3008,63,93.33333333
PER3008,22,77.41935484
PER3008,21,95.74468085
PER3008,18,73.33333333
PER3008,19,63.04347826
PER3008,20,87.5
PER3008,61,100
PER3008,47,37.5
PER3008,43,81.25
PER3008,69,43.75
PER3008,67,100
PER3018,60,90.90909091
PER3018,63,77.27272727
PER3018,22,81.81818182
PER3018,21,81.81818182
PER3018,18,69.6969697
PER3018,19,78.78787879
PER3018,20,80
PER3018,61,100
PER3018,47,81.81818182
PER3018,43,63.63636364
PER3018,69,63.63636364
PER3018,67,95.45454545
PER3028,60,66.66666667
PER3028,63,38.46153846
PER3028,22,80.76923077
PER3028,21,77.5
PER3028,18,62.96296296
PER3028,19,64.1025641
PER3028,20,74.35897436
PER3028,61,92.30769231
PER3028,47,61.53846154
PER3028,43,58.33333333
PER3028,69,53.84615385
PER3028,67,83.33333333
CIS2009,67,21.73913043
CIS2009,19,26.08695652
CIS2009,22,60.43956044
CIS2009,21,91.30434783
CIS2009,18,86.95652174
CIS2009,23,91.30434783
CIS2009,20,93.47826087
CIS2017,67,30.76923077
CIS2017,37,42.02898551
CIS2017,20,58.93719807
CIS2017,63,0
CIS2017,22,54.95867769
CIS2017,61,52.17391304
CIS2017,19,56.25
CIS2017,18,56.58436214
CIS2017,21,44.08945687
CIS2017,39,0
CIS2017,23,85.71428571
CIS2017,52,80
CIS2017,53,64.28571429
CIS2017,26,74.28571429
CIS2017,30,65.71428571
CIS2017,58,60
CIS2017,64,39.13043478
CIS2017,47,82.85714286
CIS2017,44,57.14285714
CIS2017,57,58.82352941
CIS2017,65,20
CIS2017,68,67.6056338
CIS2017,59,74.28571429
CIS2017,25,77.14285714
CIS2019,67,23.33333333
CIS2019,19,53.96825397
CIS2019,22,70.88607595
CIS2019,21,83.87096774
CIS2019,18,92.78350515
CIS2019,23,96.66666667
CIS2019,20,72.63157895
CIS2019,30,76.47058824
CIS2019,68,30.3030303
CIS2021,37,38.80597015
CIS2021,61,47.05882353
CIS2021,20,65.51724138
CIS2021,19,60.68376068
CIS2021,18,61.12956811
CIS2021,39,8.823529412
CIS2021,22,72.03389831
CIS2021,21,62.55319149
CIS2021,53,80.59701493
CIS2021,58,87.87878788
CIS2021,47,91.17647059
CIS2021,67,84.84848485
CIS2021,64,36.36363636
CIS2021,65,47.05882353
CIS2021,25,97.05882353
CIS2001,37,47.69230769
CIS2001,61,59.375
CIS2001,20,64.97461929
CIS2001,19,59.21052632
CIS2001,18,66.0899654
CIS2001,22,68.14159292
CIS2001,21,59.64912281
CIS2001,53,74.24242424
CIS2001,58,81.25
CIS2001,47,78.78787879
CIS2001,67,72.72727273
CIS2001,64,51.51515152
CIS2001,65,40.625
CIS2001,25,81.25
COM3046,18,81.94444444
COM3046,19,80.10752688
COM3046,22,83.33333333
COM3046,20,72.22222222
COM3046,45,38.88888889
COM3046,21,66.66666667
COM3046,40,47.22222222
COM3042,18,66.66666667
COM3042,19,77.41935484
COM3042,22,73.61111111
COM3042,20,75
COM3042,45,16.66666667
COM3042,21,62.5
COM3042,40,45.83333333
CAM4036,22,75
CAM4036,21,0
CAM4036,43,20
CAM4036,28,60
CAM4036,19,75
CAM4036,18,60
CIS4009,18,95.45454545
CIS4009,22,100
CIS4009,20,92.1875
CIS4009,21,72
GAV3003,46,61.11111111
GAV3003,19,59.25925926
GAV3003,42,85.18518519
GAV3003,53,44.44444444
GAV3003,18,62.20735786
GAV3003,57,74.07407407
GAV3003,58,96.2962963
GAV3003,20,82.40740741
GAV3003,22,60.74074074
GAV3003,55,79.62962963
GAV3003,21,71.60493827
GAV3003,61,40.74074074
GAV3003,48,55.55555556
GAV3003,34,51.85185185
GAV3003,28,85.18518519
GAV3003,68,88.88888889
GAV3003,44,59.25925926
GAV3003,65,81.48148148
GAV3021,46,62.5
GAV3021,19,58.03571429
GAV3021,42,89.28571429
GAV3021,53,50
GAV3021,18,57.41935484
GAV3021,57,53.57142857
GAV3021,58,75
GAV3021,20,75.89285714
GAV3021,22,56.42857143
GAV3021,55,87.5
GAV3021,21,63.52941176
GAV3021,61,32.14285714
GAV3021,48,53.57142857
GAV3021,34,42.85714286
GAV3021,28,89.28571429
GAV3021,68,96.42857143
GAV3021,44,82.14285714
GAV3021,65,78.57142857
GAV3010,46,59.09090909
GAV3010,19,39.62264151
GAV3010,42,90.90909091
GAV3010,53,50
GAV3010,18,47.64705882
GAV3010,57,53.84615385
GAV3010,58,55.55555556
GAV3010,20,76.62337662
GAV3010,22,43.07692308
GAV3010,55,67.64705882
GAV3010,21,73.33333333
GAV3010,61,40
GAV3010,48,58.82352941
GAV3010,34,17.64705882
GAV3010,28,58.82352941
GAV3010,68,76.47058824
GAV3010,44,62.5
GAV3010,65,61.53846154
MED3007,19,100
MED3007,59,75
MED3007,22,77.77777778
MED3007,18,80.83333333
MED3007,20,78.125
MED3007,40,50
MED3007,21,69.44444444
MED3007,65,54.16666667
MED3007,68,79.16666667
MED3007,64,45.83333333
MED3007,43,87.5
MED3007,29,95.83333333
MED3020,19,91.42857143
MED3020,59,75
MED3020,21,67.56756757
MED3020,22,70.83333333
MED3020,18,75
MED3020,20,81.81818182
MED3036,19,87.5
MED3036,59,33.33333333
MED3036,21,56.47058824
MED3036,22,31.25
MED3036,20,67.70833333
MED3036,18,70.83333333
MED3036,64,32.14285714
VIS3103,21,48.52941176
VIS3103,69,100
VIS3103,20,75
VIS3103,22,91.17647059
COM3045,20,0
COM3045,47,0
COM3045,49,100
COM3045,21,50
COM3045,35,100
COM3045,19,100
COM3045,50,100
VIS4059,61,100
VIS4059,19,82.60869565
VIS4059,56,95.65217391
VIS4059,20,91.30434783
VIS4059,21,65.2173913
VIS4060,61,76.19047619
VIS4060,19,42.85714286
VIS4060,56,71.42857143
VIS4060,20,71.42857143
VIS4060,21,57.14285714
VIS4073,61,100
VIS4073,19,92.85714286
VIS4073,56,100
VIS4073,20,100
VIS4073,21,89.28571429
MUL3063,69,95.65217391
MUL3063,20,93.61702128
MUL3063,22,91.30434783
MUL3064,69,95.83333333
MUL3064,20,87.5
MUL3064,22,45.83333333
MUL3065,69,100
MUL3065,20,100
MUL3065,22,100
GAV4024,51,84.21052632
GAV4024,41,89.47368421
GAV4002,51,100
GAV4002,41,95.83333333
MFP2026,53,0
MFP2026,19,72.36842105
MFP2026,18,42.85714286
MFP2026,36,76.92307692
MFP2026,21,84.61538462
MFP2026,20,76.92307692
MFP2026,32,100
MFP2026,40,100
MFP2026,49,84.61538462
MFP2026,22,84.61538462
MFP2026,66,100
MFP2026,46,84.61538462
MFP2026,51,76.92307692
MFP2026,29,76.92307692
MFP2019,53,66.66666667
MFP2019,19,67.30769231
MFP2019,40,50
MFP2019,20,62.5
MFP2019,32,100
MFP2019,18,89.18918919
MFP2019,21,88
MFP2019,57,100
MFP2017,53,0
MFP2017,19,66.66666667
MFP2017,20,65.90909091
MFP2017,32,100
MFP2017,18,82.60869565
MFP2017,21,52.27272727
MFP2017,57,95.45454545
GAV2002,20,64
GAV2002,22,50.94339623
GAV2002,18,69.23076923
GAV2002,40,46.15384615
GAV2002,61,73.07692308
GAV2002,21,0
GAV2015,20,57.14285714
GAV2015,22,57.89473684
GAV2015,18,77.77777778
GAV2015,40,38.88888889
GAV2015,61,72.22222222
GAV2015,21,0
CIS2016,20,59.34065934
CIS2016,63,0
CIS2016,22,60
CIS2016,67,16.66666667
CIS2016,19,67.61904762
CIS2016,21,90
CIS2016,52,96.66666667
CIS2016,26,100
CIS2016,18,57.77777778
CIS2016,61,76.66666667
CIS2016,30,83.33333333
CIS2016,64,96.66666667
CIS2016,44,86.66666667
CIS2016,57,60
CIS2016,68,93.93939394
CIS2016,59,63.33333333
CIS2015,20,60.60606061
CIS2015,22,28.78787879
CIS2015,67,44.11764706
CIS2015,19,71.71717172
CIS2015,21,96.96969697
CIS2015,26,90.90909091
CIS2015,61,93.93939394
CIS2015,64,87.87878788
CIS2015,57,69.6969697
CIS2015,59,87.87878788
MFP2027,19,77.77777778
MFP2027,18,0
MFP2027,36,100
MFP2027,21,96.15384615
MFP2027,40,100
MFP2027,49,84.61538462
MFP2027,22,100
MFP2027,20,96.15384615
MFP2027,66,76.92307692
MFP2027,32,69.23076923
MFP2027,46,100
MFP2027,51,69.23076923
MFP2027,29,100
GAV2028,21,60.52631579
GAV2028,20,52.96803653
GAV2028,22,57.50915751
GAV2028,25,37.03703704
GAV2028,18,63.12849162
GAV2028,31,46.42857143
GAV2028,26,39.28571429
GAV2028,19,56.23100304
GAV2028,41,70.37037037
GAV2028,52,25.92592593
GAV2028,47,55.55555556
GAV2028,48,78.57142857
GAV2028,64,22.22222222
GAV2028,67,7.407407407
GAV2028,51,67.85714286
GAV2028,44,7.407407407
GAV2028,50,77.77777778
GAV2028,34,92.85714286
GAV2028,65,77.77777778
GAV2028,68,28.57142857
GAV2007,21,69.18032787
GAV2007,20,60.37735849
GAV2007,25,89.28571429
GAV2007,18,70.83333333
GAV2007,22,65.44715447
GAV2007,31,42.85714286
GAV2007,26,25
GAV2007,19,62.76923077
GAV2007,41,55.55555556
GAV2007,52,39.28571429
GAV2007,47,75
GAV2007,48,39.28571429
GAV2007,64,25
GAV2007,67,37.03703704
GAV2007,51,48
GAV2007,44,10.71428571
GAV2007,50,85.71428571
GAV2007,34,84.61538462
GAV2007,65,75
GAV2007,68,23.07692308
GAV0003,50,60.60606061
GAV0003,48,8
GAV0003,58,52.94117647
GAV0003,22,34.55497382
GAV0003,59,61.76470588
GAV0003,20,36
GAV0003,21,46.1928934
GAV0003,19,25.14619883
GAV0003,65,36.84210526
GAV0003,37,35.71428571
GAV0003,18,36.32478632
GAV0003,52,42.10526316
GAV0003,39,0
GAV0003,60,20
GAV0003,40,6.666666667
GAV0003,63,14.28571429
GAV0003,53,20
GAV0003,34,13.15789474
GAV0003,28,65
GAV0003,69,63.15789474
GAV0003,47,26.31578947
GAV0003,41,26.31578947
GAV0003,49,5.263157895
CAM0001,50,100
CAM0001,18,92.85714286
CAM0001,39,5.263157895
CAM0001,21,90
CAM0001,34,33.33333333
CAM0001,47,33.33333333
CAM0001,41,55
CAM0001,49,11.11111111
CAM0001,19,55.55555556
CAM0002,50,100
CAM0002,39,47.36842105
CAM0002,21,100
CAM0002,18,94.73684211
CAM0002,34,57.89473684
CAM0002,47,57.89473684
CAM0002,41,63.15789474
CAM0002,49,47.36842105
CAM0002,19,50
GAV1006,19,49.4047619
GAV1006,38,66.66666667
GAV1006,18,55.20833333
GAV1006,67,43.75
GAV1006,59,79.16666667
GAV1006,21,56.01851852
GAV1006,62,46.875
GAV1006,68,79.16666667
GAV1006,20,55.78635015
GAV1006,44,75
GAV1006,22,58.18965517
GAV1006,66,41.66666667
GAV1006,58,52.08333333
GAV1006,32,91.66666667
GAV1006,26,83.33333333
GAV1006,65,83.33333333
GAV1006,61,91.66666667
GAV1006,33,33.33333333
GAV1006,41,70.83333333
GAV1006,42,91.66666667
GAV1006,27,29.16666667
GAV1006,46,29.16666667
GAV1006,53,37.5
GAV1006,45,50
MFP2028,19,66.17647059
MFP2028,40,100
MFP2028,22,91.30434783
MFP2028,20,91.30434783
MFP2028,46,90.90909091
MFP2028,21,95.45454545
MUL3060,22,90
MUL3060,20,61.9047619
MUL3060,19,81.66666667
MUL3060,18,100
MUL3060,47,95.45454545
MUL3060,38,100
MUL3059,22,94.44444444
MUL3059,20,52.5
MUL3059,19,75.92592593
MUL3059,18,100
MUL3059,47,83.33333333
MUL3059,38,100
MUL3061,22,94.44444444
MUL3061,20,52.5
MUL3061,19,79.62962963
MUL3061,18,100
MUL3061,47,83.33333333
MUL3061,38,100
MUL3062,22,100
MUL3062,20,50
MUL3062,19,100
MUL3062,18,100
MUL3062,47,100
MUL3062,38,100
MFP2024,18,22.91666667
MFP2024,36,41.66666667
MFP2024,21,53.125
MFP2024,19,25
MFP2024,49,29.16666667
MFP2024,22,62.5
MFP2024,66,75
MFP2024,32,62.5
MFP2024,51,66.66666667
MFP2024,20,50
MFP2024,29,66.66666667
MFP2024,57,41.66666667
CIS4027,19,100
CIS4027,21,79.16666667
FAE3010,29,50
FAE3010,21,71.25
FAE3010,61,56.25
FAE3010,18,93.75
FAE3010,22,75
FAE3010,60,68.75
FAE3010,47,87.5
FAE3010,24,81.25
FAE3010,51,87.5
FAE3013,29,58.33333333
FAE3013,21,60
FAE3013,61,58.33333333
FAE3013,18,100
FAE3013,22,91.66666667
FAE3013,60,8.333333333
FAE3013,47,83.33333333
FAE3013,24,66.66666667
FAE3013,51,0
COM3064,59,45.83333333
COM3064,19,36.36363636
COM3064,22,85.41666667
COM3064,21,86.44067797
COM3064,28,70.83333333
COM3064,57,50
COM3064,18,79.16666667
COM3064,65,70.83333333
COM3067,59,36.36363636
COM3067,19,44.44444444
COM3067,22,90.90909091
COM3067,21,88.70967742
COM3067,28,90.90909091
COM3067,57,72.72727273
COM3067,18,88.63636364
COM3067,65,86.36363636
GAV1030,22,62.88659794
GAV1030,21,67.9245283
GAV1030,19,77.17391304
GAV1030,20,64.1221374
GAV1030,18,63.79310345
GAV1030,57,72.34042553
GAV1030,49,42.10526316
GAV1030,66,95.65217391
GAV1030,56,40.74074074
GAV1030,65,58.62068966
GAV1030,47,71.42857143
GAV1030,40,90.47619048
GAV1030,55,38.0952381
GAV1030,48,100
GAV1030,69,80
GAV1004,22,63.0806846
GAV1004,21,58.30618893
GAV1004,62,59.57446809
GAV1004,18,54.31034483
GAV1004,20,67.36842105
GAV1004,27,56.52173913
GAV1004,19,65.55555556
GAV1004,51,67.34693878
GAV1004,65,68.06722689
GAV1004,36,50
GAV1004,40,70.21276596
GAV1004,57,56.94444444
GAV1004,63,78.26086957
GAV1004,49,59.57446809
GAV1004,69,75
GAV1004,66,69.01408451
GAV1004,56,65.2173913
GAV1004,48,64.58333333
GAV1004,47,83.33333333
GAV1004,30,54.16666667
GAV1004,60,79.16666667
GAV1004,38,65.2173913
GAV1004,55,29.16666667
GAV1004,35,78.72340426
GAV1004,41,87.23404255
GAV1004,58,0
GAV1004,37,43.47826087
FAE2014,19,58.82352941
FAE2014,21,72.47706422
FAE2014,29,88.23529412
FAE2014,37,76.47058824
FAE2014,50,100
FAE2014,20,63.46153846
FAE2014,18,66.17647059
FAE2014,69,88.23529412
FAE2014,22,47.05882353
FAE2014,44,88.23529412
FAE2014,59,100
FAE2016,19,77.77777778
FAE2016,21,63.19444444
FAE2016,29,45.83333333
FAE2016,37,87.5
FAE2016,50,75
FAE2016,20,52.77777778
FAE2016,18,58.33333333
FAE2016,69,83.33333333
FAE2016,22,37.5
FAE2016,44,91.66666667
FAE2016,59,95.83333333
CAM1027,42,81.25
CAM1027,19,87.87878788
CAM1027,34,93.75
CAM1027,63,87.5
CAM1027,22,90.625
CAM1027,20,87.5
CAM1027,18,100
CAM1027,51,93.75
CAM1008,42,78.57142857
CAM1008,58,69.23076923
CAM1008,22,74.13793103
CAM1008,19,77.08333333
CAM1008,18,85.45454545
CAM1008,21,96.42857143
CAM1008,20,66.66666667
CAM1008,34,92.85714286
CAM1008,63,85.71428571
CAM1008,40,100
CAM1008,64,85.71428571
CAM1008,61,92.30769231
CAM1008,60,85.71428571
CAM1008,67,87.5
CAM1008,55,66.66666667
CAM1008,51,100
CAM1011,42,100
CAM1011,19,100
CAM1011,18,66.66666667
CAM1011,21,75
CAM1011,34,100
CAM1011,22,81.81818182
CAM1011,63,66.66666667
CAM1011,40,100
CAM1011,64,100
CAM1011,61,60
CAM1011,20,83.33333333
CAM1011,67,100
CAM1011,55,100
CAM1011,51,100
DES2188,18,54.33789954
DES2188,20,47.05882353
DES2188,58,61.9047619
DES2188,19,63.63636364
DES2188,47,100
DES2188,21,93.18181818
DES2188,59,100
DES2188,22,61.9047619
