ModuleCode,Age,Average
DES2188,27,71.42857143
DES2188,24,100
DES2188,45,82.22222222
DES2188,43,95.65217391
DES2188,33,62.5
DES2188,55,81.81818182
DES2188,37,95.65217391
DES2193,18,60.36036036
DES2193,20,53.77358491
DES2193,58,86.36363636
DES2193,19,59.375
DES2193,47,95.65217391
DES2193,21,89.13043478
DES2193,59,100
DES2193,22,59.09090909
DES2193,27,77.27272727
DES2193,24,90.90909091
DES2193,45,67.39130435
DES2193,43,91.30434783
DES2193,33,66.66666667
DES2193,55,86.95652174
DES2193,37,100
DES2187,18,61.99095023
DES2187,20,47.72727273
DES2187,19,58.46153846
DES2187,47,95.23809524
DES2187,21,88.88888889
DES2187,59,95.65217391
DES2187,22,72.72727273
DES2187,27,78.26086957
DES2187,24,86.95652174
DES2187,45,60.46511628
DES2187,43,85.71428571
DES2187,55,72.72727273
DES2187,37,90.47619048
CAM2040,22,97.6744186
CAM2040,40,76.47058824
CAM2040,42,100
CAM2040,49,100
CAM2040,41,100
CAM2040,19,100
CAM2040,20,96.875
CAM2039,22,86.53846154
CAM2039,40,80.76923077
CAM2039,42,100
CAM2039,49,88.88888889
CAM2039,41,100
CAM2039,19,100
CAM2039,20,84.90566038
MFP2001,22,85.29411765
MFP2001,40,83.87096774
MFP2001,42,100
MFP2001,49,96.55172414
MFP2001,41,100
MFP2001,19,100
MFP2001,20,85.24590164
PER3012,22,94.44444444
PER3012,18,47.22222222
PER3012,20,65.27777778
PER3025,22,91.30434783
PER3025,18,47.82608696
PER3025,20,63.04347826
GAV0004,48,16.66666667
GAV0004,58,44.73684211
GAV0004,21,71.15384615
GAV0004,19,64.35643564
GAV0004,65,81.81818182
GAV0004,22,40.94488189
GAV0004,46,17.64705882
GAV0004,57,0
GAV0004,18,67.62589928
GAV0004,20,58.57142857
GAV0004,52,83.33333333
GAV0004,60,45.45454545
GAV0004,40,25
GAV0004,63,47.82608696
GAV0004,34,59.09090909
GAV0004,69,100
GAV0004,61,100
GAV0005,48,36
GAV0005,58,20.68965517
GAV0005,21,81.17647059
GAV0005,19,59.49367089
GAV0005,65,93.33333333
GAV0005,22,36.19047619
GAV0005,46,28.57142857
GAV0005,44,0
GAV0005,18,52.71317829
GAV0005,20,62.93103448
GAV0005,52,53.84615385
GAV0005,60,68.75
GAV0005,40,21.42857143
GAV0005,63,53.33333333
GAV0005,34,40
GAV0005,69,93.33333333
GAV0005,61,66.66666667
GAV1013,45,72.91666667
GAV1013,49,29.16666667
GAV1013,62,90
GAV1013,22,77.16894977
GAV1013,21,66.50485437
GAV1013,50,91.66666667
GAV1013,19,61.95652174
GAV1013,46,47.82608696
GAV1013,20,66.49746193
GAV1013,44,18.18181818
GAV1013,18,69.84126984
GAV1013,35,58.33333333
GAV1013,64,95.83333333
GAV1013,29,91.66666667
GAV1013,41,29.78723404
GAV1013,56,91.66666667
GAV1013,68,87.5
GAV1013,48,91.66666667
GAV1013,40,91.66666667
GAV1013,61,85.71428571
GAV1013,23,62.5
GAV1013,52,96.42857143
CAM1012,58,73.33333333
CAM1012,22,65.625
CAM1012,18,87.5
CAM1012,21,90.625
CAM1012,40,62.5
CAM1012,19,82.8125
CAM1012,64,81.25
CAM1012,61,81.25
CAM1012,67,81.25
CAM1012,55,62.5
CAM1012,20,68.75
GAV1007,19,65.85365854
GAV1007,67,18.51851852
GAV1007,21,42.85714286
GAV1007,18,55.55555556
GAV1007,22,81.48148148
GAV1007,20,90.74074074
GAV1007,63,77.77777778
GAV1007,58,46.66666667
GAV1007,54,57.40740741
GAV1012,19,69.33333333
GAV1012,21,57.14285714
GAV1012,18,52
GAV1012,22,96
GAV1012,20,96
GAV1012,63,68
GAV1012,58,39.13043478
GAV1012,54,60
GAV1002,42,0
GAV1002,18,60.91205212
GAV1002,20,69.50146628
GAV1002,21,52.22222222
GAV1002,27,72
GAV1002,22,65.76086957
GAV1002,19,65
GAV1002,51,50
GAV1002,65,67.96116505
GAV1002,36,59.25925926
GAV1002,40,68
GAV1002,35,58.75
GAV1002,63,81.01265823
GAV1002,57,37.03703704
GAV1002,69,92.30769231
GAV1002,66,88.46153846
GAV1002,62,66.34615385
GAV1002,48,53.84615385
GAV1002,30,51.85185185
GAV1002,60,75.32467532
GAV1002,38,88.46153846
GAV1002,49,74.07407407
GAV1002,41,86.79245283
GAV1002,58,0
GAV1002,37,40.74074074
GAV1005,42,0
GAV1005,18,62.67605634
GAV1005,20,74.38423645
GAV1005,21,62.96296296
GAV1005,27,72.72727273
GAV1005,22,83.63636364
GAV1005,19,73.50746269
GAV1005,51,35.71428571
GAV1005,65,88.63636364
GAV1005,36,61.11111111
GAV1005,40,50
GAV1005,63,88
GAV1005,57,36.36363636
GAV1005,69,91.30434783
GAV1005,66,86.36363636
GAV1005,30,78.26086957
GAV1005,60,87.71929825
GAV1005,38,77.27272727
GAV1005,62,82.05128205
GAV1005,49,65.2173913
GAV1005,35,80.55555556
GAV1005,41,78.94736842
GAV1005,58,0
GAV1005,37,72.72727273
CIS1009,60,14.28571429
CIS1009,20,68
CIS1009,19,60.60606061
CIS1009,22,93.75
CIS1009,21,89.28571429
CIS1019,60,48.4375
CIS1019,21,75
CIS1019,20,61.81818182
CIS1019,22,71.15384615
CIS1019,48,31.42857143
CIS1019,27,52.94117647
CIS1019,19,79.5620438
CIS1019,50,97.10144928
MFP2007,22,57.14285714
MFP2007,18,69.04761905
GAV2010,20,76
GAV2010,55,80
GAV2010,18,36
GAV2010,21,84.31372549
GAV2010,23,80.76923077
GAV2010,67,88.46153846
GAV2010,19,88.46153846
GAV2010,47,100
GAV2010,22,100
GAV2038,20,93.58974359
GAV2038,55,100
GAV2038,18,50
GAV2038,21,75.47169811
GAV2038,23,92.30769231
GAV2038,67,96.15384615
GAV2038,19,96.15384615
GAV2038,47,96.15384615
GAV2038,22,84.61538462
CAM1009,19,84.375
CAM1009,61,63.26530612
CAM1009,18,81.25
CAM1009,20,64.04494382
CAM1009,22,91.66666667
CAM1009,21,74.19354839
CAM1009,49,91.66666667
CAM1009,60,75
CAM1009,59,20.83333333
CAM1009,62,41.66666667
CAM1009,55,87.5
CAM1009,44,88.88888889
CAM1009,66,88.88888889
CAM1009,41,68.75
CAM1016,19,97.61904762
CAM1016,61,76.92307692
CAM1016,18,100
CAM1016,20,97.22222222
CAM1016,22,100
CAM1016,21,97.91666667
CAM1016,49,100
CAM1016,59,83.33333333
CAM1016,62,91.66666667
CAM1016,55,100
CAM1016,44,78.57142857
CAM1016,66,92.85714286
CAM1016,41,100
GAV0001,22,60.46511628
GAV0001,59,68.18181818
GAV0001,20,36.36363636
GAV0001,37,38.0952381
GAV0001,19,45.45454545
GAV0001,21,48.11320755
GAV0001,18,68.96551724
GAV0001,28,80.95238095
GAV0002,22,37.71929825
GAV0002,59,52.63157895
GAV0002,20,55.26315789
GAV0002,37,63.15789474
GAV0002,19,44.73684211
GAV0002,50,68.42105263
GAV0002,21,47.25274725
GAV0002,18,54.54545455
GAV0002,53,42.10526316
GAV0002,28,68.42105263
GAV0002,69,5.263157895
CIS1005,21,55.55555556
CIS1005,20,47.11538462
CIS1005,22,73.61111111
CIS1005,48,11.11111111
CIS1005,27,61.11111111
CIS1005,19,66.66666667
CIS1005,50,100
CIS1005,60,88.88888889
GAV3008,18,100
GAV3008,44,100
GAV3008,20,100
CAM1022,58,0
CAM1022,22,90.47619048
CAM1022,67,63.63636364
CAM1022,62,0
CAM1022,18,72.09302326
CAM1022,19,90.56603774
CAM1022,42,25
CAM1022,20,71.42857143
CAM1022,34,100
CAM1022,44,90.47619048
CAM1022,49,76.19047619
CAM1022,52,90.47619048
CAM1018,58,0
CAM1018,22,78.94736842
CAM1018,67,57.89473684
CAM1018,18,70
CAM1018,19,82.52427184
CAM1018,20,63.15789474
CAM1018,34,95
CAM1018,44,90
CAM1018,49,85
CAM1018,52,80
CAM1020,22,100
CAM1020,67,100
CAM1020,18,76.19047619
CAM1020,19,92.98245614
CAM1020,20,90
CAM1020,34,100
CAM1020,44,100
CAM1020,49,100
CAM1020,52,100
GAV1001,19,61.26760563
GAV1001,22,73.7704918
GAV1001,35,0
GAV1001,18,71.62162162
GAV1001,62,53.06122449
GAV1001,48,72
GAV1001,20,75
GAV1001,65,88
GAV1001,21,80
GAV1001,41,92
GAV1001,51,96
GAV1001,66,88
CAM1031,22,84.90566038
CAM1031,19,47.22222222
CAM1031,29,91.66666667
CAM1031,18,75.51020408
CAM1031,20,45.83333333
CAM1031,26,91.30434783
CAM1031,21,73.23943662
GAV1033,21,72.07207207
GAV1033,18,87.83783784
GAV1033,19,48.7804878
GAV1033,20,54.41176471
GAV1033,45,33.33333333
GAV1033,68,76.19047619
GAV1033,48,65
GAV1033,22,49.25373134
GAV1033,40,60
GAV1033,52,81.48148148
VIS4068,21,100
CAM1036,19,66
CAM1036,21,100
CAM1036,20,92
CAM1036,54,96
CAM1036,45,52
CAM1036,18,96
CAM1036,22,95.83333333
CAM1035,19,66.66666667
CAM1035,21,100
CAM1035,20,93.75
CAM1035,54,91.66666667
CAM1035,45,62.5
CAM1035,18,83.33333333
CAM1035,22,100
CAM4016,62,0
CAM4016,20,100
CIS1020,19,100
